,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
881,2016-03-31,中度污染,199,358,150,240,33,72,1.45,62,晴/浮尘,14℃/24℃,南风3-4级/北风3-4级
882,2016-04-01,轻度污染,106,265,39,142,5,25,0.46,65,晴/多云,11℃/23℃,北风3-4级/北风3-4级
883,2016-04-02,优,37,23,7,27,2,15,0.27,72,多云/阴,8℃/18℃,北风3-4级/北风3-4级
884,2016-04-03,优,47,78,17,50,2,23,0.31,69,多云/晴,6℃/18℃,无持续风向≤3级/无持续风向≤3级
885,2016-04-04,良,96,340,70,109,10,46,0.58,68,晴/多云,8℃/22℃,无持续风向≤3级/无持续风向≤3级
886,2016-04-05,轻度污染,149,359,112,152,17,49,0.97,80,晴/霾,11℃/24℃,南风3-4级/南风3-4级
887,2016-04-06,中度污染,175,355,136,171,30,67,1.97,53,阵雨/阵雨,12℃/22℃,无持续风向≤3级/无持续风向≤3级
888,2016-04-07,轻度污染,133,339,86,139,4,43,1.07,55,晴/晴,9℃/24℃,北风3-4级/北风3-4级
889,2016-04-08,良,67,202,21,83,4,28,0.34,72,晴/晴,10℃/25℃,南风3-4级/无持续风向≤3级
890,2016-04-09,中度污染,167,335,72,244,10,53,0.7,48,晴/晴,8℃/26℃,无持续风向≤3级/无持续风向≤3级
891,2016-04-10,轻度污染,123,327,52,193,12,40,0.78,58,晴/晴,5℃/19℃,无持续风向≤3级/无持续风向≤3级
892,2016-04-11,良,76,221,39,100,8,39,0.58,60,阴/小雨,8℃/17℃,无持续风向≤3级/无持续风向≤3级
893,2016-04-12,轻度污染,102,302,76,76,5,56,0.76,36,多云/多云,8℃/20℃,无持续风向≤3级/无持续风向≤3级
894,2016-04-13,中度污染,161,344,118,148,6,62,0.94,51,晴/晴,10℃/26℃,北风3-4级/北风3-4级
895,2016-04-14,良,74,168,30,96,2,24,0.33,81,晴/多云,10℃/24℃,无持续风向≤3级/无持续风向≤3级
896,2016-04-15,良,81,233,55,97,15,57,1.0,47,阵雨/小雨,13℃/23℃,无持续风向≤3级/北风3-4级
897,2016-04-16,良,64,239,32,78,2,19,0.34,60,多云/晴,11℃/22℃,北风4-5级/北风3-4级
898,2016-04-17,优,43,63,14,33,2,14,0.28,81,晴/阴,10℃/20℃,北风3-4级/北风3-4级
899,2016-04-18,优,43,63,17,32,2,20,0.3,76,晴/阴,8℃/21℃,北风3-4级/无持续风向≤3级
900,2016-04-19,良,97,343,70,99,18,63,1.29,30,小雨/多云,9℃/15℃,无持续风向≤3级/无持续风向≤3级
901,2016-04-20,良,91,309,66,85,7,40,0.85,73,多云/晴,10℃/26℃,无持续风向≤3级/无持续风向≤3级
902,2016-04-21,轻度污染,142,333,96,159,6,57,0.93,67,晴/晴,15℃/30℃,北风3-4级/北风4-5级
903,2016-04-22,良,80,225,33,108,2,19,0.24,87,晴/晴,10℃/25℃,北风3-4级/无持续风向≤3级
904,2016-04-23,优,50,121,21,54,2,27,0.31,68,晴/晴,8℃/23℃,无持续风向≤3级/无持续风向≤3级
905,2016-04-24,轻度污染,117,322,84,146,20,52,0.88,70,晴/晴,16℃/27℃,南风3-4级/南风3-4级
906,2016-04-25,轻度污染,121,348,90,143,13,33,0.73,107,晴/多云,14℃/29℃,南风3-4级/无持续风向≤3级
907,2016-04-26,轻度污染,103,338,76,127,24,42,1.36,96,多云/阴,13℃/24℃,无持续风向≤3级/无持续风向≤3级
908,2016-04-27,轻度污染,118,350,88,107,9,59,1.07,63,阴/阴,12℃/18℃,无持续风向≤3级/无持续风向≤3级
909,2016-04-28,轻度污染,121,351,83,89,6,48,0.97,92,晴/多云,13℃/26℃,南风3-4级/无持续风向≤3级
910,2016-04-29,中度污染,157,357,119,149,15,59,1.29,94,多云/晴,15℃/28℃,无持续风向≤3级/无持续风向≤3级
911,2016-04-30,重度污染,209,365,159,181,9,60,1.42,129,霾/霾,15℃/31℃,无持续风向≤3级/无持续风向≤3级
912,2016-05-01,重度污染,242,363,192,179,23,42,2.25,147,霾/雷阵雨,17℃/32℃,无持续风向≤3级/北风3-4级
913,2016-05-02,良,80,271,50,99,2,18,0.49,69,阵雨/多云,10℃/22℃,北风4-5级/北风3-4级
914,2016-05-03,良,56,129,24,64,2,25,0.41,60,晴/晴,10℃/27℃,北风4-5级/无持续风向≤3级
915,2016-05-04,良,53,73,28,57,3,46,0.52,61,多云/阵雨,15℃/28℃,无持续风向≤3级/无持续风向≤3级
916,2016-05-05,良,95,295,54,117,13,44,0.94,79,多云/晴,14℃/27℃,北风4-5级/北风4-5级
917,2016-05-06,轻度污染,130,299,64,197,2,11,0.22,83,晴/晴,12℃/25℃,北风4-5级/无持续风向≤3级
918,2016-05-07,优,49,113,20,43,2,24,0.27,83,晴/晴,12℃/26℃,无持续风向≤3级/无持续风向≤3级
919,2016-05-08,良,90,341,59,107,14,44,0.73,82,晴/阴,15℃/27℃,南风3-4级/无持续风向≤3级
920,2016-05-09,良,58,169,34,62,4,35,0.51,55,小雨/多云,12℃/22℃,无持续风向≤3级/无持续风向≤3级
921,2016-05-10,良,62,183,39,64,3,34,0.53,88,晴/多云,17℃/27℃,无持续风向≤3级/无持续风向≤3级
922,2016-05-11,中度污染,191,357,145,171,11,34,1.08,124,多云/雷阵雨,19℃/29℃,无持续风向≤3级/北风3-4级
923,2016-05-12,良,67,115,37,37,3,25,0.5,66,多云/晴,9℃/23℃,北风4-5级/北风3-4级
924,2016-05-13,良,58,126,31,59,5,40,0.58,63,晴/小雨,13℃/25℃,无持续风向≤3级/无持续风向≤3级
925,2016-05-14,良,58,165,37,32,2,34,0.53,62,小雨/阴,11℃/15℃,无持续风向≤3级/北风3-4级
926,2016-05-15,良,56,227,33,22,2,33,0.5,41,多云/晴,10℃/24℃,北风4-5级/无持续风向≤3级
927,2016-05-16,良,55,106,22,53,2,41,0.47,60,晴/晴,15℃/30℃,南风3-4级/无持续风向≤3级
928,2016-05-17,轻度污染,103,356,54,101,9,48,0.59,117,晴/晴,17℃/31℃,无持续风向≤3级/无持续风向≤3级
929,2016-05-18,轻度污染,103,318,58,98,7,33,0.52,131,晴/多云,18℃/28℃,无持续风向≤3级/无持续风向≤3级
930,2016-05-19,轻度污染,139,354,83,109,13,36,0.74,164,晴/霾,15℃/29℃,无持续风向≤3级/无持续风向≤3级
931,2016-05-20,轻度污染,142,349,87,111,18,45,1.05,149,霾/霾,16℃/30℃,无持续风向≤3级/无持续风向≤3级
932,2016-05-21,轻度污染,122,347,67,86,16,42,0.83,130,霾/晴,15℃/30℃,无持续风向≤3级/无持续风向≤3级
933,2016-05-22,良,100,341,45,82,6,40,0.62,139,多云/多云,18℃/29℃,无持续风向≤3级/无持续风向≤3级
934,2016-05-23,轻度污染,107,351,78,116,18,51,1.09,107,阵雨/阵雨,13℃/24℃,无持续风向≤3级/无持续风向≤3级
935,2016-05-24,良,54,114,19,41,2,21,0.34,99,多云/阵雨,17℃/29℃,南风3-4级/北风3-4级
936,2016-05-25,良,58,159,13,35,4,24,0.32,96,多云/多云,17℃/30℃,南风3-4级/北风3-4级
937,2016-05-26,良,59,182,21,57,2,28,0.32,82,晴/晴,16℃/30℃,北风4-5级/无持续风向≤3级
938,2016-05-27,良,84,306,46,104,11,47,0.62,99,晴/多云,18℃/31℃,南风3-4级/无持续风向≤3级
939,2016-05-28,良,96,337,47,86,9,36,0.66,121,多云/多云,18℃/30℃,无持续风向≤3级/北风3-4级
940,2016-05-29,良,66,227,31,66,4,27,0.44,103,晴/晴,18℃/31℃,北风3-4级/无持续风向≤3级
941,2016-05-30,轻度污染,127,357,79,145,14,48,1.06,148,多云/阴,22℃/34℃,无持续风向≤3级/无持续风向≤3级
942,2016-05-31,良,95,301,49,115,10,34,0.87,83,多云/多云,17℃/29℃,无持续风向≤3级/无持续风向≤3级
943,2016-06-01,良,71,283,34,70,4,38,0.64,92,多云/多云,18℃/30℃,无持续风向≤3级/无持续风向≤3级
944,2016-06-02,轻度污染,106,354,51,85,7,48,0.73,124,晴/多云,18℃/31℃,南风3-4级/无持续风向≤3级
945,2016-06-03,轻度污染,114,355,79,121,19,59,1.17,128,阴/阴,19℃/29℃,无持续风向≤3级/无持续风向≤3级
946,2016-06-04,轻度污染,138,363,87,122,15,36,0.87,155,阴/多云,19℃/29℃,无持续风向≤3级/无持续风向≤3级
947,2016-06-05,轻度污染,120,361,73,105,12,37,0.85,134,阴/多云,18℃/30℃,无持续风向≤3级/无持续风向≤3级
948,2016-06-06,轻度污染,127,361,84,104,6,32,0.87,140,多云/小到中雨,19℃/31℃,无持续风向≤3级/无持续风向≤3级
949,2016-06-07,良,87,302,57,69,2,25,0.82,106,阵雨/晴,16℃/25℃,无持续风向≤3级/无持续风向≤3级
950,2016-06-08,中度污染,160,364,122,97,2,34,1.18,125,多云/霾,19℃/31℃,无持续风向≤3级/无持续风向≤3级
951,2016-06-09,中度污染,163,366,100,84,5,31,0.99,143,阴/雷阵雨,22℃/32℃,南风3-4级/南风3-4级
952,2016-06-10,良,94,337,51,39,2,18,0.65,120,雷阵雨/晴,20℃/32℃,北风3-4级/无持续风向≤3级
953,2016-06-11,优,42,114,9,22,2,19,0.34,78,晴/多云,18℃/30℃,北风3-4级/无持续风向≤3级
954,2016-06-12,轻度污染,116,362,67,75,6,33,0.99,120,多云/阴,20℃/32℃,无持续风向≤3级/无持续风向≤3级
955,2016-06-13,良,66,238,44,32,2,27,0.6,86,雷阵雨/中到大雨,18℃/25℃,无持续风向≤3级/无持续风向≤3级
956,2016-06-14,良,54,158,34,17,2,23,0.59,73,雷阵雨/阵雨,18℃/26℃,无持续风向≤3级/无持续风向≤3级
957,2016-06-15,优,49,146,17,31,2,27,0.49,92,晴/晴,17℃/30℃,无持续风向≤3级/无持续风向≤3级
958,2016-06-16,良,61,187,24,51,2,43,0.53,73,晴/多云,22℃/34℃,无持续风向≤3级/无持续风向≤3级
959,2016-06-17,良,52,118,22,54,2,41,0.51,56,多云/雷阵雨,20℃/32℃,无持续风向≤3级/无持续风向≤3级
960,2016-06-18,良,87,292,38,69,3,43,0.66,104,多云/晴,20℃/32℃,无持续风向≤3级/无持续风向≤3级
961,2016-06-19,轻度污染,112,347,57,86,3,37,0.72,134,多云/雷阵雨,23℃/35℃,无持续风向≤3级/无持续风向≤3级
962,2016-06-20,轻度污染,145,365,88,107,4,27,0.99,157,雷阵雨/雷阵雨,22℃/33℃,无持续风向≤3级/无持续风向≤3级
963,2016-06-21,轻度污染,135,363,84,96,2,29,0.86,139,雷阵雨/多云,24℃/33℃,无持续风向≤3级/无持续风向≤3级
964,2016-06-22,良,94,338,54,72,2,30,0.71,133,雷阵雨/雷阵雨,23℃/35℃,无持续风向≤3级/无持续风向≤3级
965,2016-06-23,轻度污染,108,364,76,103,5,34,1.05,106,阴/多云,21℃/35℃,无持续风向≤3级/无持续风向≤3级
966,2016-06-24,优,38,118,13,29,2,28,0.58,61,晴/晴,22℃/33℃,北风3-4级/无持续风向≤3级
967,2016-06-25,优,41,132,16,32,2,26,0.35,78,晴/晴,22℃/35℃,无持续风向≤3级/无持续风向≤3级
968,2016-06-26,良,88,307,39,74,4,39,0.5,113,晴/阴,24℃/36℃,南风3-4级/南风3-4级
969,2016-06-27,良,83,299,58,88,6,38,0.68,111,雷阵雨/中雨,21℃/33℃,无持续风向≤3级/无持续风向≤3级
970,2016-06-28,良,94,334,69,30,2,31,0.68,68,雷阵雨/雷阵雨,20℃/27℃,无持续风向≤3级/无持续风向≤3级
971,2016-06-29,轻度污染,145,362,110,24,2,32,0.87,87,雷阵雨/阴,22℃/29℃,无持续风向≤3级/无持续风向≤3级
972,2016-06-30,良,100,340,60,40,2,31,0.7,104,多云/多云,22℃/31℃,无持续风向≤3级/无持续风向≤3级
973,2016-07-01,优,48,218,12,26,2,21,0.38,87,多云/多云,21℃/30℃,无持续风向≤3级/无持续风向≤3级
974,2016-07-02,良,90,341,43,59,2,35,0.64,102,晴/多云,21℃/32℃,无持续风向≤3级/无持续风向≤3级
975,2016-07-03,轻度污染,108,353,77,103,7,42,0.93,114,雷阵雨/雷阵雨,23℃/31℃,无持续风向≤3级/无持续风向≤3级
976,2016-07-04,中度污染,178,363,130,123,4,31,1.23,124,阴/多云,21℃/30℃,无持续风向≤3级/无持续风向≤3级
977,2016-07-05,轻度污染,134,359,92,90,4,27,0.98,132,霾/霾,22℃/32℃,无持续风向≤3级/无持续风向≤3级
978,2016-07-06,轻度污染,124,357,74,96,4,33,0.91,142,晴/霾,22℃/32℃,无持续风向≤3级/无持续风向≤3级
979,2016-07-07,中度污染,151,364,109,124,7,31,1.23,152,晴/霾,23℃/33℃,无持续风向≤3级/无持续风向≤3级
980,2016-07-08,轻度污染,126,359,91,105,5,32,1.19,111,多云/霾,24℃/32℃,无持续风向≤3级/无持续风向≤3级
981,2016-07-09,轻度污染,114,356,80,85,3,31,0.79,112,多云/霾,25℃/34℃,无持续风向≤3级/无持续风向≤3级
982,2016-07-10,轻度污染,139,363,92,95,3,27,0.81,121,多云/霾,26℃/36℃,南风3-4级/无持续风向≤3级
983,2016-07-11,轻度污染,119,356,87,100,6,27,0.71,118,多云/雷阵雨,24℃/36℃,无持续风向≤3级/无持续风向≤3级
984,2016-07-12,良,56,229,31,43,3,27,0.58,67,雷阵雨/晴,23℃/32℃,无持续风向≤3级/无持续风向≤3级
985,2016-07-13,良,56,240,18,35,2,29,0.51,92,晴/多云,24℃/35℃,无持续风向≤3级/无持续风向≤3级
986,2016-07-14,良,62,269,34,61,3,40,0.81,89,阵雨/阵雨,22℃/31℃,无持续风向≤3级/无持续风向≤3级
987,2016-07-15,优,50,228,34,28,2,27,0.68,66,阵雨/阴,20℃/28℃,无持续风向≤3级/无持续风向≤3级
988,2016-07-16,良,51,189,35,41,2,35,0.73,52,阵雨/阵雨,22℃/29℃,无持续风向≤3级/无持续风向≤3级
989,2016-07-17,轻度污染,107,342,75,85,2,40,1.1,111,阴/多云,23℃/31℃,无持续风向≤3级/无持续风向≤3级
990,2016-07-18,轻度污染,141,358,106,120,3,49,1.25,85,晴/雷阵雨,23℃/33℃,无持续风向≤3级/无持续风向≤3级
991,2016-07-19,轻度污染,125,361,93,58,2,43,1.22,41,雷阵雨/大雨,22℃/26℃,无持续风向≤3级/无持续风向≤3级
992,2016-07-20,良,57,267,35,3,2,17,0.73,49,暴雨/小到中雨,20℃/24℃,东北风3-4级/北风3-4级
993,2016-07-21,优,38,102,23,28,2,24,0.81,38,阵雨/阵雨,23℃/29℃,无持续风向≤3级/无持续风向≤3级
994,2016-07-22,轻度污染,103,354,75,47,2,28,1.05,86,多云/雷阵雨,25℃/32℃,无持续风向≤3级/无持续风向≤3级
995,2016-07-23,中度污染,163,364,120,108,2,33,1.18,95,阴/雷阵雨,26℃/33℃,无持续风向≤3级/无持续风向≤3级
996,2016-07-24,良,90,337,63,67,2,29,0.88,92,雷阵雨/暴雨,24℃/33℃,无持续风向≤3级/无持续风向≤3级
997,2016-07-25,良,66,248,42,49,2,28,0.8,62,阵雨/多云,23℃/29℃,无持续风向≤3级/无持续风向≤3级
998,2016-07-26,优,46,106,17,33,2,20,0.57,89,晴/晴,24℃/33℃,无持续风向≤3级/无持续风向≤3级
999,2016-07-27,良,97,356,46,69,2,32,0.74,119,多云/多云,25℃/34℃,无持续风向≤3级/无持续风向≤3级
1000,2016-07-28,良,77,275,47,59,2,27,0.67,112,雷阵雨/雷阵雨,23℃/33℃,无持续风向≤3级/无持续风向≤3级
1001,2016-07-29,中度污染,163,364,123,135,2,27,1.36,145,多云/雷阵雨,25℃/32℃,无持续风向≤3级/无持续风向≤3级
1002,2016-07-30,中度污染,199,365,132,209,2,29,1.6,71,雷阵雨/雷阵雨,25℃/30℃,无持续风向≤3级/无持续风向≤3级
1003,2016-07-31,良,73,297,53,42,2,28,1.01,71,阴/雷阵雨,24℃/32℃,无持续风向≤3级/无持续风向≤3级
1004,2016-09-01,优,33,71,7,30,2,28,0.33,45,阴/阴,19℃/27℃,北风3-4级/无持续风向≤3级
1005,2016-09-02,优,33,39,11,32,2,30,0.39,25,多云/多云,18℃/28℃,无持续风向≤3级/无持续风向≤3级
1006,2016-09-03,优,42,54,18,39,2,31,0.43,64,晴/阴,20℃/30℃,无持续风向≤3级/无持续风向≤3级
1007,2016-09-04,轻度污染,112,337,80,102,4,43,1.04,91,雷阵雨/多云,18℃/29℃,无持续风向≤3级/无持续风向≤3级
1008,2016-09-05,优,49,101,27,38,2,29,0.51,72,晴/多云,20℃/31℃,无持续风向≤3级/无持续风向≤3级
1009,2016-09-06,优,38,55,17,36,3,37,0.5,37,多云/阵雨,21℃/30℃,无持续风向≤3级/无持续风向≤3级
1010,2016-09-07,良,73,299,41,63,5,37,0.68,87,多云/多云,20℃/30℃,无持续风向≤3级/无持续风向≤3级
1011,2016-09-08,优,41,75,20,40,2,41,0.57,48,晴/晴,18℃/31℃,无持续风向≤3级/无持续风向≤3级
1012,2016-09-09,优,40,79,17,38,2,39,0.5,37,晴/多云,19℃/31℃,无持续风向≤3级/无持续风向≤3级
1013,2016-09-10,优,38,90,15,39,2,39,0.46,46,多云/阵雨,19℃/30℃,无持续风向≤3级/无持续风向≤3级
1014,2016-09-11,良,53,179,32,44,2,28,0.77,77,雷阵雨/多云,18℃/23℃,无持续风向≤3级/无持续风向≤3级
1015,2016-09-12,优,47,111,31,43,2,32,0.74,64,多云/多云,19℃/27℃,无持续风向≤3级/无持续风向≤3级
1016,2016-09-13,轻度污染,115,355,86,93,2,49,1.01,64,多云/多云,19℃/27℃,无持续风向≤3级/无持续风向≤3级
1017,2016-09-14,轻度污染,136,359,101,112,3,46,1.04,76,多云/多云,20℃/30℃,无持续风向≤3级/无持续风向≤3级
1018,2016-09-15,良,96,328,69,82,3,40,0.83,88,晴/多云,21℃/30℃,无持续风向≤3级/无持续风向≤3级
1019,2016-09-16,中度污染,183,365,133,144,3,36,1.15,99,雷阵雨/阵雨,20℃/30℃,无持续风向≤3级/无持续风向≤3级
1020,2016-09-17,良,61,240,41,43,2,34,0.77,37,多云/小雨,18℃/25℃,无持续风向≤3级/无持续风向≤3级
1021,2016-09-18,优,32,52,22,14,2,27,0.57,16,阵雨/阴,15℃/21℃,无持续风向≤3级/无持续风向≤3级
1022,2016-09-19,优,27,9,10,20,2,31,0.41,33,晴/晴,13℃/25℃,无持续风向≤3级/无持续风向≤3级
1023,2016-09-20,优,39,32,18,36,2,40,0.51,45,晴/多云,15℃/26℃,无持续风向≤3级/无持续风向≤3级
1024,2016-09-21,良,89,312,63,95,4,73,0.95,21,阵雨/多云,16℃/24℃,无持续风向≤3级/无持续风向≤3级
1025,2016-09-22,轻度污染,132,359,99,122,6,53,1.04,53,阵雨/雷阵雨,17℃/26℃,无持续风向≤3级/无持续风向≤3级
1026,2016-09-23,中度污染,160,364,121,63,2,42,1.11,97,雾/雷阵雨,19℃/27℃,无持续风向≤3级/无持续风向≤3级
1027,2016-09-24,轻度污染,147,358,111,129,3,49,1.06,90,多云/雷阵雨,20℃/29℃,无持续风向≤3级/无持续风向≤3级
1028,2016-09-25,重度污染,210,363,162,153,3,48,1.5,68,多云/霾,19℃/27℃,无持续风向≤3级/无持续风向≤3级
1029,2016-09-26,良,80,255,58,57,2,41,1.15,46,阵雨/多云,18℃/24℃,无持续风向≤3级/北风3-4级
1030,2016-09-27,优,44,95,24,32,2,23,0.61,41,多云/晴,12℃/23℃,北风4-5级/北风3-4级
1031,2016-09-28,优,30,54,13,29,2,32,0.38,33,晴/晴,10℃/20℃,无持续风向≤3级/无持续风向≤3级
1032,2016-09-29,良,76,324,51,80,4,55,0.63,44,晴/多云,12℃/22℃,无持续风向≤3级/无持续风向≤3级
1033,2016-09-30,轻度污染,128,354,97,130,6,70,0.9,67,晴/霾,14℃/24℃,无持续风向≤3级/无持续风向≤3级
1034,2016-10-01,重度污染,214,362,165,195,9,81,1.33,57,霾/霾,15℃/25℃,无持续风向≤3级/无持续风向≤3级
1035,2016-10-02,重度污染,234,360,183,191,5,69,1.37,66,霾/霾,16℃/26℃,无持续风向≤3级/无持续风向≤3级
1036,2016-10-03,中度污染,160,352,120,145,2,56,1.12,57,霾/阵雨,16℃/28℃,无持续风向≤3级/无持续风向≤3级
1037,2016-10-04,良,56,175,33,53,3,33,1.05,21,阵雨/晴,13℃/22℃,无持续风向≤3级/无持续风向≤3级
1038,2016-10-05,良,76,286,55,63,2,38,1.18,23,晴/多云,13℃/24℃,无持续风向≤3级/无持续风向≤3级
1039,2016-10-06,良,97,343,72,86,3,46,1.62,5,小雨/小到中雨,14℃/17℃,无持续风向≤3级/无持续风向≤3级
1040,2016-10-07,良,56,206,39,12,2,41,1.61,9,小雨/多云,11℃/16℃,北风4-5级/北风4-5级
1041,2016-10-08,优,29,35,11,22,2,22,0.41,41,晴/晴,5℃/19℃,北风4-5级/无持续风向≤3级
1042,2016-10-09,良,55,215,31,59,3,49,0.68,14,多云/晴,8℃/18℃,无持续风向≤3级/无持续风向≤3级
1043,2016-10-10,轻度污染,117,359,87,116,8,73,1.12,13,多云/晴,9℃/19℃,无持续风向≤3级/北风3-4级
1044,2016-10-11,中度污染,154,361,116,129,6,63,1.4,26,晴/多云,10℃/20℃,无持续风向≤3级/无持续风向≤3级
1045,2016-10-12,轻度污染,103,320,77,98,5,60,1.17,21,多云/霾,10℃/19℃,无持续风向≤3级/无持续风向≤3级
1046,2016-10-13,中度污染,193,361,150,173,4,70,1.48,33,霾/霾,12℃/22℃,无持续风向≤3级/无持续风向≤3级
1047,2016-10-14,严重污染,292,367,241,284,5,88,1.95,29,霾/霾,13℃/23℃,无持续风向≤3级/无持续风向≤3级
1048,2016-10-15,重度污染,241,364,190,218,3,83,1.91,3,小雨/小雨,11℃/17℃,无持续风向≤3级/无持续风向≤3级
1049,2016-10-16,中度污染,158,362,119,29,2,58,1.05,20,阴/晴,12℃/21℃,无持续风向≤3级/无持续风向≤3级
1050,2016-10-17,良,83,290,59,78,2,49,0.85,26,晴/晴,10℃/21℃,无持续风向≤3级/无持续风向≤3级
1051,2016-10-18,中度污染,154,348,117,153,5,69,1.73,6,晴/多云,12℃/22℃,无持续风向≤3级/无持续风向≤3级
1052,2016-10-19,严重污染,276,365,225,244,4,78,2.21,16,霾/小雨,13℃/22℃,无持续风向≤3级/无持续风向≤3级
1053,2016-10-20,轻度污染,126,342,94,94,6,51,1.45,13,小雨/小雨,11℃/15℃,无持续风向≤3级/无持续风向≤3级
1054,2016-10-21,良,60,265,42,20,2,37,0.81,18,小雨/小雨,10℃/13℃,无持续风向≤3级/无持续风向≤3级
